case_id,category,prev,wrong,next,expected,corrected,decision,pass,bigram_prev_orig,bigram_prev_corr,bigram_orig_next,bigram_corr_next,dynamic_keep_bonus,dynamic_margin,dynamic_threshold,orig_left,orig_bi_diag
315,non-word,strategies,eehancing,the,enhancing,enhancing,Non-word error,True,0,0,0,160,,,,,
316,non-word,as,usdden,reduction,sudden,sudden,Non-word error,True,0,6,0,0,,,,,
317,non-word,life,aftre,these,after,after,Non-word error,True,0,19,0,8,,,,,
318,non-word,the,prloliferation,of,proliferation,proliferation,Non-word error,True,0,206,0,264,,,,,
319,non-word,for,aletrnative,clinical,alternative,alternative,Non-word error,True,0,41,0,1,,,,,
320,non-word,emergency,epartment,visits,department,department,Non-word error,True,0,583,0,41,,,,,
321,non-word,their,ecoonmic,strategies,economic,economic,Non-word error,True,0,17,0,2,,,,,
322,non-word,includes,drusg,such,drugs,drugs,Non-word error,True,0,0,0,33,,,,,
323,non-word,covid-19,vaccvines,significantly,vaccines,vaccines,Non-word error,True,0,70,0,2,,,,,
324,non-word,in,laitn,america,latin,latin,Non-word error,True,0,101,0,139,,,,,
325,non-word,accurate,descrition,of,description,description,Non-word error,True,0,4,0,321,,,,,
326,non-word,the,effectiv,reproduction,effective,effective,Non-word error,True,0,271,0,36,,,,,
327,non-word,multi-centre,retrospetcive,observational,retrospective,retrospective,Non-word error,True,0,0,0,145,,,,,
328,non-word,and,nypnea,were,dyspnea,dyspnea,Non-word error,True,0,37,0,1,,,,,
329,non-word,an,pbservr,associated,observer,observer,Non-word error,True,0,8,0,0,,,,,
330,non-word,of,polluatt,concentrations,pollutant,pollutant,Non-word error,True,0,11,0,4,,,,,
331,non-word,are,generajlly,mild,generally,generally,Non-word error,True,0,137,0,4,,,,,
332,non-word,de,cotrol,de,control,control,Non-word error,True,0,0,0,2,,,,,
333,non-word,current,pandemi,which,pandemic,pandemic,Non-word error,True,0,111,0,48,,,,,
334,non-word,and,clinicl,characteristics,clinical,clinical,Non-word error,True,0,1582,0,409,,,,,
335,non-word,who,partycipated,ranged,participated,participated,Non-word error,True,0,78,0,0,,,,,
336,non-word,with,hyperuricemifa,especially,hyperuricemia,hyperuricemia,Non-word error,True,0,3,0,0,,,,,
337,non-word,many,publilhed,papers,published,published,Non-word error,True,0,3,0,11,,,,,
338,non-word,activate,nueral,stem,neural,neural,Non-word error,True,0,0,0,14,,,,,
339,non-word,isolamento,soial,,social,social,Non-word error,True,0,0,0,0,,,,,
340,non-word,and,ezhods,an,methods,methods,Non-word error,True,0,953,0,169,,,,,
341,non-word,study,adheerd,to,adhered,adhered,Non-word error,True,0,1,0,35,,,,,
342,non-word,and,collaboravon,between,collaboration,collaboration,Non-word error,True,0,71,0,85,,,,,
343,non-word,ab,repsonse,during,response,response,Non-word error,True,0,4,0,32,,,,,
344,non-word,acute,kidne,injury,kidney,kidney,Non-word error,True,0,323,0,377,,,,,
345,non-word,the,developedb,model,developed,developed,Non-word error,True,0,300,0,19,,,,,
346,non-word,respiratory,failoure,and,failure,failure,Non-word error,True,0,780,0,350,,,,,
347,non-word,of,contakious,inside,contagious,contagious,Non-word error,True,0,12,0,0,,,,,
348,non-word,microcantilever,bosensor,can,biosensor,biosensor,Non-word error,True,0,0,0,4,,,,,
349,non-word,regression,anaylsis,was,analysis,analysis,Non-word error,True,0,721,0,1110,,,,,
350,non-word,education,pandscape,and,landscape,landscape,Non-word error,True,0,2,0,49,,,,,
351,non-word,or,aiuorne,,airborne,airborne,Non-word error,True,0,3,0,0,,,,,
352,non-word,schedule,ohich,contained,which,which,Non-word error,True,0,2,0,24,,,,,
353,non-word,analysis,seere,aki,severe,severe,Non-word error,True,0,1,0,20,,,,,
354,non-word,every,mbmbr,of,member,member,Non-word error,True,0,1,0,212,,,,,
355,non-word,bactericidal,abiity,and,ability,ability,Non-word error,True,0,3,0,116,,,,,
356,non-word,collection,smte,in,site,site,Non-word error,True,0,2,0,92,,,,,
357,non-word,chronic,sheddinng,in,shedding,shedding,Non-word error,True,0,0,0,24,,,,,
358,non-word,we,vocu,on,focus,focus,Non-word error,True,0,315,0,1759,,,,,
359,non-word,and,geonmes,from,genomes,genomes,Non-word error,True,0,91,0,29,,,,,
360,non-word,however,collabration,between,collaboration,collaboration,Non-word error,True,0,0,0,85,,,,,
361,non-word,successful,holwever,and,however,however,Non-word error,True,0,4,0,9,,,,,
362,non-word,india,relateed,to,related,related,Non-word error,True,0,0,0,4069,,,,,
363,non-word,policies,whcih,has,which,which,Non-word error,True,0,16,0,582,,,,,
364,non-word,bbibp-corv,shewed,very,showed,showed,Non-word error,True,0,0,0,20,,,,,
365,non-word,clinical,neurologicla,complications,neurological,neurological,Non-word error,True,0,1,0,59,,,,,
366,non-word,for,fture,analyses,future,future,Non-word error,True,0,832,0,8,,,,,
367,non-word,investigations,includinge,5-ht1a,including,including,Non-word error,True,0,6,0,0,,,,,
368,non-word,more,sesnitive,regardless,sensitive,sensitive,Non-word error,True,0,127,0,0,,,,,
369,non-word,fundamental,personalied,patients,personalized,personalized,Non-word error,True,0,0,0,0,,,,,
370,non-word,between,ontiseiure,drugs,antiseizure,antiseizure,Non-word error,True,0,0,0,1,,,,,
371,non-word,care,crioteria,including,criteria,criteria,Non-word error,True,0,0,0,14,,,,,
372,non-word,exploratory,stuyd,was,study,study,Non-word error,True,0,88,0,3519,,,,,
373,non-word,second,stges,were,stages,stages,Non-word error,True,0,0,0,16,,,,,
374,non-word,were,permormd,for,performed,performed,Non-word error,True,0,1038,0,164,,,,,
375,non-word,external,assuranec,is,assurance,assurance,Non-word error,True,0,0,0,1,,,,,
376,non-word,ala-gln,comparrd,to,compared,compared,Non-word error,True,0,0,0,5145,,,,,
377,non-word,days,fuom,second,from,from,Non-word error,True,0,56,0,0,,,,,
378,non-word,endocarditis,ledaing,to,leading,leading,Non-word error,True,0,1,0,1330,,,,,
379,non-word,severe,krds,,ards,ards,Non-word error,True,0,137,0,0,,,,,
380,non-word,the,ned,to,need,ned,Correct,False,0,0,0,0,,,,,
381,non-word,expected,bennefits,of,benefits,benefits,Non-word error,True,0,7,0,569,,,,,
382,non-word,hypertension,ndiabetes,obesity,diabetes,diabetes,Non-word error,True,0,31,0,15,,,,,
383,non-word,by,constucting,industry-level,constructing,constructing,Non-word error,True,0,32,0,0,,,,,
384,non-word,symptoms,displyed,low,displayed,displayed,Non-word error,True,0,0,0,3,,,,,
385,non-word,,ethods,data,methods,methods,Non-word error,True,0,0,0,162,,,,,
386,non-word,pulmonary,manifesations,of,manifestations,manifestations,Non-word error,True,0,30,0,214,,,,,
387,non-word,new,herapeutics,are,therapeutics,therapeutics,Non-word error,True,0,20,0,26,,,,,
388,non-word,the,rrecent,covid-19,recent,recent,Non-word error,True,0,712,0,30,,,,,
389,non-word,and,mendl,stressors,mental,mental,Non-word error,True,0,505,0,1,,,,,
390,non-word,rate,ibcrased,to,increased,increased,Non-word error,True,0,34,0,99,,,,,
391,non-word,hospital,lenth,of,length,length,Non-word error,True,0,89,0,1010,,,,,
392,non-word,,moreohver,group,moreover,moreover,Non-word error,True,0,0,0,1,,,,,
393,non-word,platelet-activating,fnuctional,tests,functional,functional,Non-word error,True,0,0,0,7,,,,,
394,non-word,for,teratment,of,treatment,treatment,Non-word error,True,0,339,0,3483,,,,,
395,non-word,and,ocapion,data,location,location,Non-word error,True,0,73,0,27,,,,,
396,non-word,tv,preseters,film,presenters,presenters,Non-word error,True,0,0,0,0,,,,,
397,non-word,cohorts,agzed,years,aged,aged,Non-word error,True,0,0,0,900,,,,,
398,non-word,ai,agorithms,to,algorithms,algorithms,Non-word error,True,0,16,0,110,,,,,
399,non-word,published,onling,ahead,online,online,Non-word error,True,0,11,0,1,,,,,
400,non-word,on,pragmatv,actions,pragmatic,pragmatic,Non-word error,True,0,1,0,0,,,,,
401,non-word,is,idely,debated,widely,widely,Non-word error,True,0,229,0,5,,,,,
402,non-word,the,pihemic,,epidemic,epidemic,Non-word error,True,0,468,0,0,,,,,
403,non-word,million,nhabitants,on,inhabitants,inhabitants,Non-word error,True,0,0,0,1,,,,,
404,non-word,to,evaluare,the,evaluate,evaluate,Non-word error,True,0,2804,0,2102,,,,,
405,non-word,through,ajgus,increased,august,august,Non-word error,True,0,10,0,0,,,,,
406,non-word,,vntroduction,interstitial,introduction,introduction,Non-word error,True,0,0,0,0,,,,,
407,non-word,silent,diseasm,of,disease,disease,Non-word error,True,0,0,0,246,,,,,
408,non-word,new,technolmgie,and,technologies,technologies,Non-word error,True,0,139,0,224,,,,,
409,non-word,atypical,venxus,thrombosis,venous,venous,Non-word error,True,0,0,0,52,,,,,
410,non-word,telemedical,stcoe,care,stroke,stroke,Non-word error,True,0,0,0,20,,,,,
411,non-word,and,stsuctral,analysis,structural,structural,Non-word error,True,0,261,0,47,,,,,
412,non-word,,cnclusion,in,conclusion,conclusion,Non-word error,True,0,0,0,278,,,,,
413,non-word,the,curroent,global,current,current,Non-word error,True,0,3313,0,22,,,,,
414,non-word,with,meicatiln,are,medication,medication,Non-word error,True,0,16,0,2,,,,,
415,non-word,for,inority,patients,minority,minority,Non-word error,True,0,2,0,9,,,,,
416,non-word,and,innovaion,ukri,innovation,innovation,Non-word error,True,0,136,0,0,,,,,
417,non-word,symptom,ervalence,among,prevalence,prevalence,Non-word error,True,0,4,0,27,,,,,
418,non-word,strait,eslande,health,islander,islander,Non-word error,True,0,25,0,0,,,,,
419,non-word,dramatically,icqeasing,worldwide,increasing,increasing,Non-word error,True,0,2,0,25,,,,,
420,non-word,conclusion,scidl,isolation,social,social,Non-word error,True,0,0,0,317,,,,,
421,general-english,optimizing,psevetion,and,prevention,prevention,Non-word error,True,0,0,0,889,,,,,
422,general-english,second,pxrt,discusses,part,part,Non-word error,True,0,0,0,0,,,,,
423,general-english,its,evlauation,using,evaluation,evaluation,Non-word error,True,0,6,0,26,,,,,
424,general-english,whether,afce,mask,face,face,Non-word error,True,0,1,0,55,,,,,
425,general-english,,resourczes,in,resources,resources,Non-word error,True,0,0,0,146,,,,,
426,general-english,adult,pjulation,,population,population,Non-word error,True,0,85,0,0,,,,,
427,general-english,article,aimqs,to,aims,aims,Non-word error,True,0,98,0,1896,,,,,
428,general-english,and,seervices,need,services,services,Non-word error,True,0,184,0,3,,,,,
429,general-english,of,revies,to,review,review,Non-word error,True,0,153,0,78,,,,,
430,general-english,entire,populatin,and,population,population,Non-word error,True,0,28,0,357,,,,,
431,general-english,general,pjblc,healthcare,public,public,Non-word error,True,0,133,0,42,,,,,
432,general-english,promotion,eduation,research,education,education,Non-word error,True,0,1,0,44,,,,,
433,general-english,,ailthough,laboratory,although,although,Non-word error,True,0,0,0,1,,,,,
434,general-english,to,evluate,the,evaluate,evaluate,Non-word error,True,0,2804,0,2102,,,,,
435,general-english,are,ttus,facing,thus,thus,Non-word error,True,0,50,0,0,,,,,
436,general-english,analysis,etweez,suspected,between,between,Non-word error,True,0,23,0,0,,,,,
437,general-english,an,infectioun,disease,infectious,infectious,Non-word error,True,0,203,0,980,,,,,
438,general-english,no,respiraory,symptoms,respiratory,respiratory,Non-word error,True,0,7,0,173,,,,,
439,general-english,,previuus,studies,previous,previous,Non-word error,True,0,0,0,468,,,,,
440,general-english,specific,antivral,inhibitors,antiviral,antiviral,Non-word error,True,0,27,0,7,,,,,
441,general-english,group,intervnetion,integrating,intervention,intervention,Non-word error,True,0,23,0,3,,,,,
442,general-english,addition,supprt,systems,support,support,Non-word error,True,0,0,0,66,,,,,
443,general-english,were,ound,to,found,found,Non-word error,True,0,1354,0,1600,,,,,
444,general-english,were,ibncluded,in,included,included,Non-word error,True,0,1721,0,1261,,,,,
445,general-english,mainstay,economhic,sectors,economic,economic,Non-word error,True,0,0,0,31,,,,,
446,general-english,medical,equiphnt,,equipment,equipment,Non-word error,True,0,51,0,0,,,,,
447,general-english,regression,tesst,using,tests,tests,Non-word error,True,0,6,0,18,,,,,
448,general-english,systematic,citerature,search,literature,literature,Non-word error,True,0,227,0,203,,,,,
449,general-english,rfid,tectology,is,technology,technology,Non-word error,True,0,5,0,171,,,,,
450,general-english,we,useu,roughage,used,used,Non-word error,True,0,1245,0,0,,,,,
451,general-english,explore,whsher,covid-19,whether,whether,Non-word error,True,0,61,0,6,,,,,
452,general-english,information,aout,what,about,about,Non-word error,True,0,570,0,65,,,,,
453,general-english,articles,publirhed,in,published,published,Non-word error,True,0,135,0,414,,,,,
454,general-english,the,meayn,age,mean,mean,Non-word error,True,0,1134,0,809,,,,,
455,general-english,the,ongoiug,covid-19,ongoing,ongoing,Non-word error,True,0,262,0,49,,,,,
456,general-english,individuals,inefcted,vaccinated,infected,infected,Non-word error,True,0,24,0,0,,,,,
457,general-english,,concluqion,the,conclusion,conclusion,Non-word error,True,0,0,0,1118,,,,,
458,general-english,ongoing,clinial,care,clinical,clinical,Non-word error,True,0,25,0,135,,,,,
459,general-english,covid-19,alhoqgh,no,although,although,Non-word error,True,0,10,0,32,,,,,
460,general-english,spread,womrldwide,previously,worldwide,worldwide,Non-word error,True,0,15,0,1,,,,,
461,general-english,results,sugekt,that,suggest,suggest,Non-word error,True,0,876,0,2447,,,,,
462,general-english,of,facx,masks,face,face,Non-word error,True,0,81,0,118,,,,,
463,general-english,rbd,specilic,immunoglobulin,specific,specific,Non-word error,True,0,2,0,14,,,,,
464,general-english,antiviral,actiyity,of,activity,activity,Non-word error,True,0,326,0,1317,,,,,
465,general-english,,moveove,perceived,moreover,moreover,Non-word error,True,0,0,0,3,,,,,
466,general-english,ecological,determinahts,of,determinants,determinants,Non-word error,True,0,1,0,525,,,,,
467,general-english,in,adqdition,to,addition,addition,Non-word error,True,0,3908,0,1089,,,,,
468,general-english,instructional,acvtivities,that,activities,activities,Non-word error,True,0,0,0,71,,,,,
469,general-english,scarce,resurces,distributed,resources,resources,Non-word error,True,0,15,0,0,,,,,
470,general-english,of,muotiple,droplets,multiple,multiple,Non-word error,True,0,606,0,2,,,,,
471,negative,and,ethical,applications,ethical,ethical,Correct,True,105,105,0,0,,,,,
472,negative,being,recognized,,recognized,recognized,Correct,True,18,18,0,0,,,,,
473,negative,daily,traveling,this,traveling,traveling,Correct,True,0,0,0,0,,,,,
474,negative,and,communications,technology,communications,communications,Correct,True,35,35,10,10,,,,,
475,negative,the,problem,of,problem,problem,Correct,True,673,673,489,489,,,,,
476,negative,the,spread,of,spread,spread,Correct,True,877,877,1220,1220,,,,,
477,negative,had,fever,cough,fever,fever,Correct,True,6,6,34,34,,,,,
478,negative,are,becoming,more,becoming,becoming,Correct,True,142,142,75,75,,,,,
479,negative,clinical,course,resembling,course,course,Correct,True,163,163,0,0,,,,,
480,negative,weekly,average,traffic,average,average,Correct,True,6,6,0,0,,,,,
481,negative,is,known,about,known,known,Correct,True,963,963,540,540,,,,,
482,negative,we,consider,how,consider,consider,Correct,True,343,343,47,47,,,,,
483,negative,mental,health,of,health,health,Correct,True,2755,2755,469,469,,,,,
484,negative,acid,residue,of,residue,residue,Correct,True,10,10,14,14,,,,,
485,negative,the,objective,of,objective,objective,Correct,True,729,729,773,773,,,,,
486,negative,the,analysis,is,analysis,analysis,Correct,True,1163,1163,295,295,,,,,
487,negative,our,travel,footprint,travel,travel,Correct,True,0,0,0,0,,,,,
488,negative,more,pressing,focus,pressing,pressing,Correct,True,3,3,0,0,,,,,
489,negative,computational,techniques,allowed,techniques,techniques,Correct,True,19,19,2,2,,,,,
490,negative,enforce,social,distancing,social,social,Correct,True,3,3,478,478,,,,,
491,negative,immune,alterations,engendered,alterations,alterations,Correct,True,1,1,0,0,,,,,
492,negative,persons,after,child,after,after,Correct,True,5,5,1,1,,,,,
493,negative,can,reduce,the,reduce,reduce,Correct,True,183,183,1179,1179,,,,,
494,negative,newly,recruited,male,recruited,recruited,Correct,True,1,1,3,3,,,,,
495,negative,the,protective,performance,protective,protective,Correct,True,275,275,2,2,,,,,
496,negative,for,different,industries,different,different,Correct,True,295,295,12,12,,,,,
497,negative,lockdown,compared,with,compared,compared,Correct,True,7,7,3201,3201,,,,,
498,negative,were,significantly,higher,significantly,significantly,Correct,True,1412,1412,1162,1162,,,,,
499,negative,generated,antibodies,against,antibodies,antibodies,Correct,True,1,1,242,242,,,,,
500,negative,non-shared,variants,and,variants,variants,Correct,True,0,0,85,85,,,,,
501,negative,development,have,the,have,have,Correct,True,12,12,654,654,,,,,
502,negative,in,blood,of,blood,blood,Correct,True,268,268,90,90,,,,,
503,negative,chapter,governance,for,governance,governance,Correct,True,0,0,6,6,,,,,
504,negative,have,reported,the,reported,reported,Correct,True,135,135,212,212,,,,,
505,negative,tses,scores,of,scores,scores,Correct,True,0,0,237,237,,,,,
506,negative,maximum,voluntary,quadriceps,voluntary,voluntary,Correct,True,0,0,0,0,,,,,
507,negative,and,observe,consequent,observe,observe,Correct,True,21,21,0,0,,,,,
508,negative,with,known,contact,known,known,Correct,True,100,100,1,1,,,,,
509,negative,consumerism,particularly,how,particularly,particularly,Correct,True,0,0,2,2,,,,,
